id,k9_key,composition,place,k1,k6,key_sig,year,date_text,age,category,type,created_at,spotify_track_id
981,"Anh.H 1,01","Exercise Book for Barbara Ployer (including a Fugue in G minor for String Quartet, K9 Anh.H 12,17)",nan,nan,453b,G Minor,1784,1784,28,,,2025-09-05 20:46:28.676547+00,
982,"Anh.H 10,01",Hosanna in G,Salzburg,223,166e,G Major,1773,Summer 1773,17,,,2025-09-05 20:46:28.676547+00,
983,"Anh.H 10,02","Canon in G for 12 voices in 3, ""V'amo di core teneramente"" (doubtful)",Vienna,348,382g,G Major,1782,1782,26,,,2025-09-05 20:46:28.676547+00,
984,"Anh.H 10,05",Canon in A for 4 or 5 voices in 1,nan,nan,73i,A Major,1772,1772,16,,,2025-09-05 20:46:28.676547+00,
985,"Anh.H 10,13",Canon in D for 6 voices in 1,Vienna,347,382f,D Major,1782,1782,26,,,2025-09-05 20:46:28.676547+00,
986,"Anh.H 10,16",Canon in B-flat for 4 voices in 1,Vienna,nan,562a,B Flat Major,1788,September 1788,32,,,2025-09-05 20:46:28.676547+00,
987,"Anh.H 10,22",Canon in C minor for 3 voices in 1 (doubtful),Vienna,229,382a,C Minor,1782,1782,26,,,2025-09-05 20:46:28.676547+00,
988,"Anh.H 10,23",Canon in C minor for 2 voices in 1 (doubtful),Vienna,230,382b,C Minor,1782,1782,26,,,2025-09-05 20:46:28.676547+00,
989,"Anh.H 11,15",Canon in F for 3 voices in 1,Vienna,507,507,F Major,1786,After 3 June 1786,30,,,2025-09-05 20:46:28.676547+00,
990,"Anh.H 11,16",Canon in F for 3 voices in 1,Vienna,508,508,F Major,1786,After 3 June 1786,30,,,2025-09-05 20:46:28.676547+00,
991,"Anh.H 11,18",Canon in C for 3 voices in 1,Vienna,nan,508A,C Major,1786,After 3 June 1786,30,,,2025-09-05 20:46:28.676547+00,
992,"Anh.H 11,19-26","2 Canons in F for 3 voices in 1, 14 Canons in F for 2 voices in 1",Vienna,nan,508a,F Major,1786,After 3 June 1786,30,,,2025-09-05 20:46:28.676547+00,
993,"Anh.H 12,01",Fugue in G for Piano (fragment),Vienna,Anh. 41,375g,G Major,1782,Spring 1782,26,,,2025-09-05 20:46:28.676547+00,
994,"Anh.H 12,10",Fugue for String Trio in G,Vienna,443,404b,G Major,1782,1782,26,,,2025-09-05 20:46:28.676547+00,
995,"Anh.H 12,11",Fugue for Piano in G minor,Vienna,154,385k,G Minor,1782,early 1782,26,,,2025-09-05 20:46:28.676547+00,
996,"Anh.H 12,14",Fugue in G for Piano (fragment),Vienna,153,375f,G Major,1782,Spring 1782,26,,,2025-09-05 20:46:28.676547+00,
997,"Anh.H 12,18",Fugue in F for Piano (fragment; = K. 626b/14),Vienna,nan,375h,F Major,1782,Spring 1782,26,,,2025-09-05 20:46:28.676547+00,
998,"Anh.H 12,26",Fugue for Piano in F (fragment),Vienna,Anh. 33 & Anh. 40,383b,F Major,1782,Spring 1782,26,,,2025-09-05 20:46:28.676547+00,
999,"Anh.H 12,27",Fugue for String Quartet in C minor (fragment),Vienna,Anh. 77,405a,C Minor,1782,1782-1784,26,,,2025-09-05 20:46:28.676547+00,
1000,"Anh.H 12,29",Fugue for four Singers in A,Vienna,nan,385n,A Major,1782,late 1782,26,,,2025-09-05 20:46:28.676547+00,
1001,"Anh.H 13,01",Fugue in D for Piano,Bologna,nan,73w,D Major,1770,9 October 1770,14,,,2025-09-05 20:46:28.676547+00,
1002,"Anh.H 14,21",Fugue for String Quartet in D minor (fragment),Vienna,Anh. 76,417c,D Minor,1782,1782-1784,26,,,2025-09-05 20:46:28.676547+00,
1003,"Anh.H 19,03",Finger Exercises for Piano in C,Vienna,nan,626b/48,C Major,1780,End of 1780,24,,,2025-09-05 20:46:28.676547+00,
1004,"Anh.H 20,01-12",Solfeggios for Voice,Vienna,393,385b,,1782,August 1782?,26,,,2025-09-05 20:46:28.676547+00,
1005,"Anh.H 24,04",Contrapuntal Study,Vienna,Anh. 78,620b,,1791,September 1791,35,,,2025-09-05 20:46:28.676547+00,
1006,"Anh.H 24,11",Musical Dice Game in C,Vienna,nan,516f,C Major,1787,1787,31,,,2025-09-05 20:46:28.676547+00,
1007,"Anh.H 24,16","Antiphon in D minor, ""Quaerite primum regnum Dei""",Bologna,86,73v,D Minor,1770,9 October 1770,14,,,2025-09-05 20:46:28.676547+00,
1008,"Anh.H 24,17",Minuet in D (doubtful),Bologna or Rome,94,73h,D Major,1769,1769/1770,13,,,2025-09-05 20:46:28.676547+00,
1009,"Anh.H 9,11, 9,14",4 Riddle Canons,Bologna,89a,73r,,1772,Summer 1772,16,,,2025-09-05 20:46:28.676547+00,
1010,nan,Piano Concerto in A (fragment; a sketch to K. 414),Vienna,nan,385o,A Major,1782,late 1782,26,,,2025-09-05 20:46:28.676547+00,
1011,nan,Studies for Thomas Attwood,Vienna,nan,506a,,1785,1785-1786,29,,,2025-09-05 20:46:28.676547+00,
1012,nan,"Comedy ""Der Salzburger Lump in Wien""",Vienna,nan,509b,,1787,July 1787?,31,,,2025-09-05 20:46:28.676547+00,
1013,nan,Rondo for a Clarinet Quintet in E-flat (fragment),Vienna,Anh. 89,516e,E Flat Major,1787,1787,31,,,2025-09-05 20:46:28.676547+00,
